minute,sequence_rank,real_commentary,real_commentary_type,our_sequence_commentary,sequence_id,score_before,average_score,cosine_similarity,entity_overlap,semantic_similarity,entity_players_match,entity_actions_match,entity_outcome_match
57,6,"I suspected the chances might dry up a bit when Koeman beefed up his midfield with the introduction of Veerman, and it has panned out exactly that way.",general,"[55:53] Luke Shaw under pressure, plays a short pass forward along the ground to John Stones John Stones receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Kyle Walker Kyle Walker receives",238,N/A,0.0978,0.0,0.2,0.0934,0.0,0.0,1.0
59,1,England still dominating possession but finding it far more difficult to penetrate the Orange wall.,general,"[58:08] John Stones under pressure, carries the ball under pressure, plays a long pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Jude Bellingham",249,N/A,0.1546,0.0,0.2,0.2638,0.0,0.0,1.0
59,2,England still dominating possession but finding it far more difficult to penetrate the Orange wall.,general,"[58:27] Marc Guehi under pressure, plays a short pass along the ground to Phil Foden Phil Foden receives under pressure, carries the ball from the central midfield into the right attacking third - BUT LOSES IT! . Denzel Dumfries closes down Phil Foden Tijjani Reijnders closes down the ball carrier",250,N/A,0.1513,0.0,0.2,0.2539,0.0,0.0,1.0
59,3,England still dominating possession but finding it far more difficult to penetrate the Orange wall.,general,"[57:49] Kyle Walker receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Harry Kane into the central attacking third Harry Kane receives under pressure in the central attacking third under pressure, carries the ball - BUT LOSES IT!",248,N/A,0.1496,0.0,0.2,0.2488,0.0,0.0,1.0
59,4,England still dominating possession but finding it far more difficult to penetrate the Orange wall.,general,"[58:34] Harry Kane under pressure, carries the ball from the right attacking third into the central attacking third - BUT LOSES IT! . Joey Veerman closes down Harry Kane . Harry Kane takes on the defender",251,N/A,0.1443,0.0,0.2,0.233,0.0,0.0,1.0
59,5,England still dominating possession but finding it far more difficult to penetrate the Orange wall.,general,"[58:45] Denzel Dumfries under pressure, carries the ball loses control under pressure!",253,N/A,0.1358,0.0,0.2,0.2073,0.0,0.0,1.0
59,6,England still dominating possession but finding it far more difficult to penetrate the Orange wall.,general,"[58:35] Joey Veerman in the duel Jerdy Schouten under pressure, plays a short pass along the ground to Joey Veerman Joey Veerman receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Bart Verbruggen",252,N/A,0.0941,0.0,0.2,0.0822,0.0,0.0,1.0
61,1,"Koeman's men break quickly - surprise surprise - and Veerman tries to find Weghorst at the back post, but he overcooks his outswinging cross.",general,"[59:55] Nathan Aké under pressure, plays a medium pass forward to Cody Mathès Gakpo Cody Mathès Gakpo receives under pressure, plays a long pass along the ground to Denzel Dumfries into the left attacking third Denzel Dumfries receives under pressure in the left attacking third under pressure, carries the ball",260,N/A,0.073,0.0,0.0,0.2191,0.0,0.0,0.0
61,2,"Koeman's men break quickly - surprise surprise - and Veerman tries to find Weghorst at the back post, but he overcooks his outswinging cross.",general,"[60:33] Kyle Walker receives under pressure, carries the ball From the goal kick, Kyle Walker under pressure, plays a medium pass back along the ground to John Stones John Stones receives under pressure, carries the ball",262,N/A,0.0651,0.0,0.0,0.1954,0.0,0.0,0.0
61,3,"Koeman's men break quickly - surprise surprise - and Veerman tries to find Weghorst at the back post, but he overcooks his outswinging cross.",general,"[60:25] From the goal kick, John Stones under pressure, plays a medium pass forward along the ground to Kyle Walker Kyle Walker receives under pressure, carries the ball From the goal kick, Kyle Walker under pressure, plays a medium pass back along the ground to John Stones John Stones receives",261,N/A,0.057,0.0,0.0,0.171,0.0,0.0,0.0
63,1,"This now feels too reminiscent of England's first four matches at the tournament, struggling to find gaps in a compact backline, but the Dutch are not giving Pickford anything to think about either.",general,"[62:42] Marc Guehi under pressure, plays a short pass along the ground to Jordan Pickford Jordan Pickford receives under pressure, plays a medium pass forward along the ground to Declan Rice Declan Rice receives under pressure, carries the ball",272,N/A,0.2085,0.025,0.275,0.3256,0.25,0.0,1.0
63,2,"This now feels too reminiscent of England's first four matches at the tournament, struggling to find gaps in a compact backline, but the Dutch are not giving Pickford anything to think about either.",general,"[62:20] Xavi Simons receives under pressure, carries the ball under pressure, delivers the free kick a long pass back to Virgil van Dijk Virgil van Dijk receives under pressure, carries the ball from the right defensive third into the right midfield",269,N/A,0.18,0.0,0.2,0.3401,0.0,0.0,1.0
63,3,"This now feels too reminiscent of England's first four matches at the tournament, struggling to find gaps in a compact backline, but the Dutch are not giving Pickford anything to think about either.",general,"[62:29] Virgil van Dijk under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Jerdy Schouten Jerdy Schouten receives under pressure, delivers the free kick a medium pass back along the ground to Stefan de Vrij Stefan de Vrij receives",270,N/A,0.1637,0.0,0.2,0.2912,0.0,0.0,1.0
63,4,"This now feels too reminiscent of England's first four matches at the tournament, struggling to find gaps in a compact backline, but the Dutch are not giving Pickford anything to think about either.",general,"[62:37] Jerdy Schouten receives under pressure, carries the ball under pressure, delivers the free kick a long pass forward along the ground to Xavi Simons into the left attacking third, but the pass doesn't find its target Xavi Simons receives under pressure in the left attacking third",271,N/A,0.1478,0.0,0.2,0.2435,0.0,0.0,1.0
63,5,"This now feels too reminiscent of England's first four matches at the tournament, struggling to find gaps in a compact backline, but the Dutch are not giving Pickford anything to think about either.",general,"[62:10] Jerdy Schouten under MASSIVE pressure, delivers the free kick a medium pass back along the ground to Bart Verbruggen Bart Verbruggen receives under pressure, carries the ball under pressure, delivers the free kick a long pass forward along the ground to Xavi Simons Xavi Simons receives",268,N/A,0.1395,0.0,0.2,0.2184,0.0,0.0,1.0
63,6,"This now feels too reminiscent of England's first four matches at the tournament, struggling to find gaps in a compact backline, but the Dutch are not giving Pickford anything to think about either.",general,"[61:35] Jerdy Schouten in the duel under pressure, carries the ball - BUT LOSES IT! . ⚠ FOUL by Phil Foden in the right attacking third . Jerdy Schouten is fouled Stefan de Vrij under pressure, delivers the free kick a medium pass along the ground to Bart Verbruggen",267,N/A,0.1357,0.0,0.2,0.2071,0.0,0.0,1.0
65,1,"SAVE!  Veerman swings in a free kick for the Netherlands after Simons draws a foul by the dugouts, and Van Dijk gets his toe to it, forcing Pickford into a good reaction save!",key_event,"[64:20] Virgil van Dijk receives under pressure in the central attacking third under pressure, shoots with the left foot from a DANGEROUS position (10m out!) - SAVED by the goalkeeper! Parried away! . Crucial block by Kyle Walker! The goalkeeper deals with it . Joey Veerman under pressure, delivers the corner a dangerous long ball through the air to Denzel Dumfries into the central attacking third",275,N/A,0.239,0.0361,0.05,0.631,0.16666666666666666,0.0,0.0
65,2,"SAVE!  Veerman swings in a free kick for the Netherlands after Simons draws a foul by the dugouts, and Van Dijk gets his toe to it, forcing Pickford into a good reaction save!",key_event,"[63:09] Denzel Dumfries receives under pressure, carries the ball under pressure, plays a short pass along the ground to Xavi Simons . Marc Guehi closes down Denzel Dumfries . Xavi Simons receives",274,N/A,0.1624,0.0249,0.0857,0.3766,0.2857142857142857,0.0,0.0
66,1,"SHOT!  From the resulting corner, Dumfries wins the header again, but he cannot keep this effort down.",key_event,"[65:26] From the goal kick, Jordan Pickford under pressure, plays a long ball forward through the air to Harry Kane Harry Kane receives . Stefan de Vrij in the duel . From the goal kick, Harry Kane under pressure, plays a medium pass forward through the air into the central attacking third, INTERCEPTED! England loses the ball . From the goal kick, Tijjani Reijnders under pressure, plays a medium pass back to Bart Verbruggen",276,N/A,0.1009,0.0,0.0,0.3026,0.0,0.0,0.0
68,1,"Things are starting to happen for the Netherlands now, as Gakpo delivers a dangerous ball from the left, which Pickford has to punch behind for a corner.",general,"[67:15] Tijjani Reijnders receives under pressure, carries the ball - BUT LOSES IT! . Harry Kane closes down Tijjani Reijnders . Tijjani Reijnders under pressure, plays a medium pass along the ground to Denzel Dumfries into the left attacking third Denzel Dumfries receives under pressure in the left attacking third",283,N/A,0.2632,0.0344,0.35,0.4053,0.0,0.0,1.0
68,2,"Things are starting to happen for the Netherlands now, as Gakpo delivers a dangerous ball from the left, which Pickford has to punch behind for a corner.",general,"[66:51] Cody Mathès Gakpo under pressure, carries the ball under pressure, plays a medium pass back along the ground to Nathan Aké Nathan Aké receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Tijjani Reijnders",281,N/A,0.2556,0.0438,0.3,0.423,0.3333333333333333,0.0,1.0
68,3,"Things are starting to happen for the Netherlands now, as Gakpo delivers a dangerous ball from the left, which Pickford has to punch behind for a corner.",general,"[67:26] Jerdy Schouten receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Nathan Aké into the right attacking third Nathan Aké receives under pressure in the right attacking third under pressure, carries the ball",284,N/A,0.2026,0.0229,0.2,0.3848,0.0,0.0,1.0
68,4,"Things are starting to happen for the Netherlands now, as Gakpo delivers a dangerous ball from the left, which Pickford has to punch behind for a corner.",general,"[67:01] Jerdy Schouten under pressure, plays a medium pass along the ground to Stefan de Vrij Stefan de Vrij receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Xavi Simons Xavi Simons receives",282,N/A,0.1887,0.0119,0.2,0.3542,0.0,0.0,1.0
69,1,Ake wins the header but Zwayer had spotted something that he didn't like. England free kick.,general,"[68:46] Jordan Pickford under pressure, delivers the free kick a long pass forward along the ground to Marc Guehi Marc Guehi receives under pressure, delivers the free kick a medium pass along the ground to Declan Rice Declan Rice receives under pressure, drives forward with the ball from the central defensive third into the right midfield - BUT LOSES IT!",286,N/A,0.2014,0.0729,0.2,0.3312,0.0,0.0,1.0
69,2,Ake wins the header but Zwayer had spotted something that he didn't like. England free kick.,general,"[67:36] The goalkeeper deals with it . Joey Veerman under pressure, delivers the corner a dangerous long ball through the air into the central attacking third ⚠ FOUL by Wout Weghorst in the central attacking third . Declan Rice is fouled",285,N/A,0.1425,0.0,0.0,0.4276,0.0,0.0,0.0
71,1,"Time to mutter the dreaded two words, extra time?",general,"[70:38] Xavi Simons receives under pressure in the left attacking third under pressure, carries the ball From the goal kick, Xavi Simons under pressure, plays a dangerous short pass along the ground to Tijjani Reijnders into the DANGER ZONE Tijjani Reijnders receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT!",294,N/A,0.0233,0.0,0.0,0.07,0.0,0.0,0.0
71,2,"Time to mutter the dreaded two words, extra time?",general,"[70:44] From the goal kick, Xavi Simons under pressure, plays a short pass back along the ground to Jerdy Schouten Jerdy Schouten receives under pressure in the left attacking third under pressure, carries the ball From the goal kick, Jerdy Schouten under pressure, plays a short pass along the ground to Xavi Simons Xavi Simons receives under pressure in the left attacking third",295,N/A,0.0126,0.0,0.0,0.0377,0.0,0.0,0.0
71,3,"Time to mutter the dreaded two words, extra time?",general,"[70:19] Xavi Simons under pressure, carries the ball From the goal kick, Xavi Simons under pressure, plays a medium pass along the ground to Jerdy Schouten Jerdy Schouten receives under pressure, carries the ball From the goal kick, Jerdy Schouten under pressure, plays a medium pass along the ground to Xavi Simons",292,N/A,0.01,0.0,0.0,0.0299,0.0,0.0,0.0
71,4,"Time to mutter the dreaded two words, extra time?",general,"[70:25] From the goal kick, Stefan de Vrij under pressure, plays a short pass along the ground to Tijjani Reijnders Tijjani Reijnders receives under pressure, carries the ball from the central defensive third into the central midfield From the goal kick, Tijjani Reijnders under pressure, plays a long pass forward along the ground to Xavi Simons Xavi Simons receives",293,N/A,0.0069,0.0,0.0,0.0208,0.0,0.0,0.0
71,5,"Time to mutter the dreaded two words, extra time?",general,"[69:58] Bart Verbruggen wins the ball back From the goal kick, Bart Verbruggen under pressure, plays a medium pass along the ground to Virgil van Dijk Virgil van Dijk receives From the goal kick, Virgil van Dijk under pressure, plays a medium pass forward along the ground to Tijjani Reijnders Tijjani Reijnders receives",290,N/A,0.0037,0.0,0.0,0.0111,0.0,0.0,0.0
71,6,"Time to mutter the dreaded two words, extra time?",general,"[70:12] Joey Veerman receives under pressure, carries the ball From the goal kick, Joey Veerman under pressure, plays a medium pass back along the ground to Virgil van Dijk Virgil van Dijk receives under pressure, carries the ball",291,N/A,-0.0034,0.0,0.0,-0.0102,0.0,0.0,0.0
72,1,"YELLOW CARD!  Bellingham and De Vrij go in for a 50-50, but it is the England man who is penalised. Yellow card from Zwayer.",key_event,"[71:37] Stefan de Vrij under pressure, delivers the free kick a medium pass forward along the ground to Jerdy Schouten into the left attacking third Jerdy Schouten receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Jerdy Schouten . Jerdy Schouten under MASSIVE pressure, delivers the free kick a short pass along the ground to Denzel Dumfries",298,N/A,0.2548,0.0151,0.35,0.3992,0.5,0.0,1.0
72,2,"YELLOW CARD!  Bellingham and De Vrij go in for a 50-50, but it is the England man who is penalised. Yellow card from Zwayer.",key_event,"[71:48] Stefan de Vrij under pressure, delivers the free kick a long pass along the ground to Virgil van Dijk Virgil van Dijk receives under pressure, carries the ball under pressure, delivers the free kick a short pass along the ground to Nathan Aké Nathan Aké receives",299,N/A,0.1565,0.0092,0.2,0.2602,0.0,0.0,1.0
72,3,"YELLOW CARD!  Bellingham and De Vrij go in for a 50-50, but it is the England man who is penalised. Yellow card from Zwayer.",key_event,"[71:00] Virgil van Dijk under pressure, carries the ball From the goal kick, Virgil van Dijk under pressure, plays a medium pass forward along the ground to Xavi Simons Xavi Simons receives under pressure, carries the ball from the central midfield into the central attacking third From the goal kick, Xavi Simons under pressure, plays a medium pass back along the ground to Stefan de Vrij",297,N/A,0.1137,0.0081,0.0,0.333,0.0,0.0,0.0
72,4,"YELLOW CARD!  Bellingham and De Vrij go in for a 50-50, but it is the England man who is penalised. Yellow card from Zwayer.",key_event,"[70:51] Xavi Simons receives under pressure, carries the ball From the goal kick, Xavi Simons under pressure, plays a short pass along the ground to Joey Veerman Joey Veerman receives under pressure, carries the ball",296,N/A,0.0964,0.0,0.0,0.2892,0.0,0.0,0.0
72,5,"YELLOW CARD!  Bellingham and De Vrij go in for a 50-50, but it is the England man who is penalised. Yellow card from Zwayer.",key_event,[71:56] Cody Mathès Gakpo receives under pressure in the right attacking third . Crucial block by Kyle Walker!,300,N/A,0.0767,0.0,0.0,0.2302,0.0,0.0,0.0
74,1,"Saka down on the right after taking Ake's hand in his face, but no interest from the referee.",general,"[73:04] Kyle Walker receives under pressure, carries the ball under pressure, delivers the free kick a long pass forward along the ground to Bukayo Saka into the left attacking third Bukayo Saka receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT!",306,N/A,0.2917,0.0314,0.3,0.5436,0.3333333333333333,0.0,1.0
74,2,"Saka down on the right after taking Ake's hand in his face, but no interest from the referee.",general,"[72:49] Phil Foden under pressure, delivers the free kick a medium pass along the ground to John Stones John Stones receives under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Marc Guehi Marc Guehi receives",305,N/A,0.1898,0.0,0.2,0.3695,0.0,0.0,1.0
74,3,"Saka down on the right after taking Ake's hand in his face, but no interest from the referee.",general,"[73:36] From the goal kick, Virgil van Dijk under pressure, plays a short pass along the ground to Bart Verbruggen Bart Verbruggen receives From the goal kick, Bart Verbruggen under pressure, plays a long ball forward through the air to Wout Weghorst Wout Weghorst receives From the goal kick, Wout Weghorst under pressure, plays a short pass to Xavi Simons",307,N/A,0.1161,0.0,0.0,0.3483,0.0,0.0,0.0
76,1,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[75:11] Jerdy Schouten under pressure, plays a medium pass forward along the ground to Denzel Dumfries Denzel Dumfries receives under pressure in the left attacking third under pressure, carries the ball under pressure, plays a dangerous medium pass back along the ground to Jerdy Schouten into the DANGER ZONE Jerdy Schouten receives",313,N/A,0.1197,0.0,0.2,0.1592,0.0,0.0,1.0
76,2,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[75:26] Virgil van Dijk receives under pressure, carries the ball under pressure, plays a short pass along the ground to Jerdy Schouten Jerdy Schouten receives under pressure, carries the ball",315,N/A,0.1111,0.0,0.2,0.1333,0.0,0.0,1.0
76,3,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[74:51] Jerdy Schouten under pressure, plays a medium pass back along the ground to Stefan de Vrij Stefan de Vrij receives under pressure, carries the ball - BUT LOSES IT! . Harry Kane closes down Stefan de Vrij . Stefan de Vrij under MASSIVE pressure, plays a medium pass forward along the ground to Tijjani Reijnders into the left attacking third",311,N/A,0.111,0.0,0.2,0.133,0.0,0.0,1.0
76,4,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[75:36] Denzel Dumfries under pressure, carries the ball under pressure, plays a medium pass back along the ground to Joey Veerman Joey Veerman receives under pressure, carries the ball under pressure, plays a short pass along the ground to Jerdy Schouten into the left attacking third",316,N/A,0.1055,0.0,0.2,0.1164,0.0,0.0,1.0
76,5,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[75:00] Denzel Dumfries under pressure, plays a dangerous short pass along the ground to Tijjani Reijnders into the DANGER ZONE Tijjani Reijnders receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Jude Bellingham closes down Tijjani Reijnders . Tijjani Reijnders under MASSIVE pressure, plays a short pass along the ground to Joey Veerman",312,N/A,0.1049,0.0,0.2,0.1147,0.0,0.0,1.0
76,6,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[75:20] Tijjani Reijnders receives under pressure, plays a short pass along the ground to Jerdy Schouten Jerdy Schouten receives under pressure, carries the ball under pressure, plays a short pass forward along the ground to Xavi Simons",314,N/A,0.1018,0.0,0.2,0.1053,0.0,0.0,1.0
76,7,"Surely both managers will be starting to think about changes pretty soon. Just the one alteration from Southgate, two from Koeman - one enforced.",general,"[75:47] Xavi Simons under pressure, plays a medium pass back along the ground to Joey Veerman Joey Veerman receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Virgil van Dijk Virgil van Dijk receives",317,N/A,0.089,0.0,0.2,0.0671,0.0,0.0,1.0
78,1,"SAVE!  Simons connects with a volley, but his connection is anything but clean - one bounce into the ground and Pickford gathers.",key_event,"[77:22] Jordan Pickford under pressure, plays a long ball forward through the air to Jude Bellingham Jude Bellingham receives . Jerdy Schouten in the duel . Jude Bellingham under pressure, plays a medium pass forward through the air, but the pass doesn't find its target Harry Kane in the duel",324,N/A,0.1861,0.0136,0.06,0.4846,0.2,0.0,0.0
78,2,"SAVE!  Simons connects with a volley, but his connection is anything but clean - one bounce into the ground and Pickford gathers.",key_event,"[77:27] Luke Shaw under pressure, carries the ball - BUT LOSES IT! . Jerdy Schouten loses control under pressure! . Luke Shaw under pressure, plays a short pass along the ground to Marc Guehi, but the pass doesn't find its target Marc Guehi receives . Crucial block by Xavi Simons!",325,N/A,0.1791,0.0274,0.1,0.4099,0.3333333333333333,0.0,0.0
79,1,"Cole Palmer and Ollie Watkins about to emerge for England. DISALLOWED GOAL!  SAKA HAS THE BALL IN THE BACK OF THE NET, BUT THE OFFSIDE FLAG IS UP!",general,"[78:18] Luke Shaw under pressure, plays a dangerous medium pass through the air into the central attacking third, INTERCEPTED! England loses the ball . Virgil van Dijk clears the danger . Declan Rice wins the ball back under pressure, carries the ball under pressure, plays a medium pass along the ground to Kyle Walker",328,N/A,0.179,0.0506,0.0,0.4863,0.0,0.0,0.0
79,2,"Cole Palmer and Ollie Watkins about to emerge for England. DISALLOWED GOAL!  SAKA HAS THE BALL IN THE BACK OF THE NET, BUT THE OFFSIDE FLAG IS UP!",general,"[78:10] Wout Weghorst receives under pressure, carries the ball - BUT LOSES IT! . Declan Rice closes down Wout Weghorst . Wout Weghorst takes on the defender . Declan Rice in the duel",327,N/A,0.107,0.018,0.0,0.3029,0.0,0.0,0.0
79,3,"Cole Palmer and Ollie Watkins about to emerge for England. DISALLOWED GOAL!  SAKA HAS THE BALL IN THE BACK OF THE NET, BUT THE OFFSIDE FLAG IS UP!",general,"[77:54] Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass along the ground to Jordan Pickford Jordan Pickford receives under pressure, plays a long pass forward along the ground to Declan Rice",326,N/A,0.0984,0.0139,0.0,0.2814,0.0,0.0,0.0
79,4,"Cole Palmer and Ollie Watkins about to emerge for England. DISALLOWED GOAL!  SAKA HAS THE BALL IN THE BACK OF THE NET, BUT THE OFFSIDE FLAG IS UP!",general,"[78:33] Declan Rice under pressure, plays a long pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass along the ground to John Stones John Stones receives",329,N/A,0.0979,0.0131,0.0,0.2807,0.0,0.0,0.0
80,1,"DISALLOWED GOAL!  Foden slips in Walker down the right, and the Manchester City man cuts back for Saka to guide home a brilliant first-time finish, but the right-back had just gone a bit too early.",key_event,"[78:44] Phil Foden receives under pressure in the left attacking third under pressure, carries the ball - BUT LOSES IT! . Cody Mathès Gakpo closes down Phil Foden . Phil Foden under MASSIVE pressure, plays a dangerous medium pass forward along the ground to Kyle Walker into the DANGER ZONE Kyle Walker receives under pressure in the left attacking third",330,N/A,0.2187,0.0406,0.15,0.4654,0.5,0.0,0.0
81,1,ENGLAND SUBS,key_event,"[80:36] Stefan de Vrij under pressure, delivers the free kick a long ball forward through the air to Wout Weghorst Wout Weghorst receives under pressure, delivers the free kick a medium pass forward through the air to Xavi Simons, but the pass doesn't find its target Xavi Simons receives",333,N/A,0.1325,0.0,0.2,0.1974,0.0,0.0,1.0
81,2,ENGLAND SUBS,key_event,"[80:27] Virgil van Dijk under pressure, carries the ball under pressure, delivers the free kick a medium pass along the ground to Bart Verbruggen Bart Verbruggen receives under pressure, carries the ball - BUT LOSES IT! . Ollie Watkins closes down Bart Verbruggen",332,N/A,0.1315,0.0,0.2,0.1945,0.0,0.0,1.0
81,3,ENGLAND SUBS,key_event,"[80:20] Virgil van Dijk under pressure, delivers the free kick a medium pass along the ground to Bart Verbruggen Bart Verbruggen receives under pressure, delivers the free kick a medium pass along the ground to Virgil van Dijk Virgil van Dijk receives under pressure, carries the ball",331,N/A,0.1264,0.0,0.2,0.1793,0.0,0.0,1.0
81,4,ENGLAND SUBS,key_event,"[80:40] Luke Shaw under pressure, plays a short pass back to Marc Guehi Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass back along the ground to Jordan Pickford Jordan Pickford receives",334,N/A,0.1168,0.0,0.2,0.1503,0.0,0.0,1.0
84,1,"Some beautiful play from Reijnders down the left, but Guehi stands up tall and takes the full force of Weghorst's 6ft 6in frame to snuff out the attack.",general,"[83:08] Tijjani Reijnders under pressure, carries the ball - BUT LOSES IT! . ⚠ FOUL by Kyle Walker in the left defensive third . Cody Mathès Gakpo is fouled under pressure, drives forward with the ball under pressure, plays a dangerous short pass to Wout Weghorst into the central attacking third, INTERCEPTED! Netherlands loses the ball",350,N/A,0.2882,0.0329,0.41,0.4218,0.2,0.0,1.0
84,2,"Some beautiful play from Reijnders down the left, but Guehi stands up tall and takes the full force of Weghorst's 6ft 6in frame to snuff out the attack.",general,"[83:49] Marc Guehi receives under pressure, carries the ball under pressure, plays a medium pass forward along the ground to Luke Shaw Luke Shaw receives under pressure, carries the ball",353,N/A,0.2344,0.0124,0.26,0.4308,0.2,0.0,1.0
84,3,"Some beautiful play from Reijnders down the left, but Guehi stands up tall and takes the full force of Weghorst's 6ft 6in frame to snuff out the attack.",general,"[83:03] Tijjani Reijnders under pressure, plays a short pass forward along the ground to Cody Mathès Gakpo Cody Mathès Gakpo receives under pressure, carries the ball - BUT LOSES IT! . Kyle Walker closes down Cody Mathès Gakpo Bukayo Saka closes down the ball carrier",349,N/A,0.2158,0.0089,0.2,0.4386,0.0,0.0,1.0
84,4,"Some beautiful play from Reijnders down the left, but Guehi stands up tall and takes the full force of Weghorst's 6ft 6in frame to snuff out the attack.",general,"[83:13] Jordan Pickford wins the ball back under pressure, plays a long pass forward along the ground to Kobbie Mainoo Kobbie Mainoo receives under pressure, plays a medium pass along the ground to Luke Shaw Luke Shaw receives",351,N/A,0.1864,0.0,0.2,0.3591,0.0,0.0,1.0
84,5,"Some beautiful play from Reijnders down the left, but Guehi stands up tall and takes the full force of Weghorst's 6ft 6in frame to snuff out the attack.",general,"[83:39] Kobbie Mainoo under pressure, plays a short pass along the ground to Declan Rice Declan Rice receives under pressure, carries the ball under pressure, plays a short pass along the ground to John Stones John Stones receives",352,N/A,0.1695,0.0,0.2,0.3085,0.0,0.0,1.0
84,6,"Some beautiful play from Reijnders down the left, but Guehi stands up tall and takes the full force of Weghorst's 6ft 6in frame to snuff out the attack.",general,"[82:54] Bart Verbruggen receives under pressure, carries the ball - BUT LOSES IT! . Declan Rice closes down Bart Verbruggen . Bart Verbruggen under MASSIVE pressure, plays a medium pass forward along the ground to Virgil van Dijk Virgil van Dijk receives",348,N/A,0.1548,0.0,0.2,0.2645,0.0,0.0,1.0
87,1,"YELLOW CARD!  Stones gets a head to Veerman's free kick, but Zwayer gives a goal kick.",key_event,"[84:57] Cody Mathès Gakpo under pressure, carries the ball - BUT LOSES IT! . Bukayo Saka closes down Cody Mathès Gakpo ⚠ FOUL by Bukayo Saka in the left defensive third - YELLOW CARD for Bukayo Saka! . Cody Mathès Gakpo is fouled Joey Veerman under pressure, delivers the free kick a long ball forward through the air to Virgil van Dijk into the central attacking third, but the pass doesn't find its target",359,N/A,0.1966,0.0771,0.0,0.5126,0.0,0.0,0.0
88,1,"SHOT!  Saka sprays a sublime cross-field pass to Shaw, whose ball across is missed by Watkins, but Palmer picks it up and curls a strike over the top.",key_event,"[87:29] Kyle Walker receives under pressure, carries the ball From the goal kick, Kyle Walker under pressure, plays a long pass forward along the ground to Bukayo Saka into the left attacking third Bukayo Saka receives under pressure in the left attacking third under pressure, drives forward with the ball - BUT LOSES IT!",363,N/A,0.2368,0.0531,0.0912,0.5662,0.2,0.125,0.0
88,2,"SHOT!  Saka sprays a sublime cross-field pass to Shaw, whose ball across is missed by Watkins, but Palmer picks it up and curls a strike over the top.",key_event,"[87:46] Cole Palmer receives under pressure in the left attacking third under pressure, carries the ball - NOW IN THE DANGER ZONE! After carrying forward, Cole Palmer under pressure, shoots with the left foot from a DANGEROUS position - just wide! . The goalkeeper deals with it",364,N/A,0.216,0.0382,0.075,0.5348,0.25,0.0,0.0
88,3,"SHOT!  Saka sprays a sublime cross-field pass to Shaw, whose ball across is missed by Watkins, but Palmer picks it up and curls a strike over the top.",key_event,"[87:23] Ollie Watkins receives under pressure in the right attacking third From the goal kick, Ollie Watkins under pressure, plays a short pass back along the ground to Declan Rice Declan Rice receives under pressure, carries the ball From the goal kick, Declan Rice under pressure, plays a short pass along the ground to Jude Bellingham into the central attacking third",362,N/A,0.2143,0.0467,0.0812,0.5151,0.16666666666666666,0.125,0.0
88,4,"SHOT!  Saka sprays a sublime cross-field pass to Shaw, whose ball across is missed by Watkins, but Palmer picks it up and curls a strike over the top.",key_event,"[87:09] From the goal kick, John Stones under pressure, plays a long pass along the ground to Marc Guehi Marc Guehi receives under pressure, carries the ball from the central defensive third into the central midfield From the goal kick, Marc Guehi under pressure, plays a medium pass along the ground to Declan Rice Declan Rice receives",361,N/A,0.1721,0.0273,0.0312,0.4579,0.0,0.125,0.0
